rec_num,given_name,family_name,gender,dob,national_id,clinical_data
rec-0000000501-04,Tay,Mkaria,male,1959-07-29,,MA2:195907295001134
rec-0000000501-05,Taye,Macharia,male,1959-07-29,,MA1:195907295001134
rec-0000000502-00,Belachew,Maina,male,1988-08-12,,MA5:198808125001115
rec-0000000502-01,Belachew,Maina,male,1988-08-12,,MA4:198808125001115
rec-0000000503-00,Saba,Rashid,female,1977-11-12,197711125001085,FA2:197711125001085
rec-0000000503-01,Saba,Rashid,female,1977-11-12,197711125001085,FA2:197711125001085
rec-0000000503-02,Saba,Raxid,female,1977-11-12,197711125001085,FA1:197711125001085
rec-0000000504-00,Saron,Erup,female,1980-05-14,198005145001097,FA5:198005145001097
rec-0000000504-01,Saron,Erupe,female,1980-05-14,198005145001097,FA2:198005145001097
rec-0000000504-02,Saron,Erupe,female,1980-05-14,,FA5:198005145001097
rec-0000000504-03,Saron,Erupe,female,1980-05-14,,FA2:198005145001097
rec-0000000504-04,Saron,Erupe,female,1980-05-14,198005145001097,FA3:198005145001097
rec-0000000504-05,Saron,Erup,female,1980-05-14,,FA5:198005145001097
rec-0000000505-00,Selamawid,Chepnjyno,female,1987-02-09,,FA4:198702095001062
rec-0000000505-01,Selamawit,Chepnjyno,female,1987-02-09,,FA2:198702095001062
rec-0000000505-02,Selamawit,Chepngeno,female,1987-02-09,198702095001062,FA5:198702095001062
rec-0000000505-03,Selamawit,Chepngeno,female,1987-02-09,,FA2:198702095001062
rec-0000000506-00,Sheazemed,Mangi,male,1997-03-06,,MY3:199703065001113
rec-0000000506-01,Shewasemed,Mwangi,male,1997-03-06,199703065001113,MY3:199703065001113
rec-0000000506-02,Shewasemed,Mangi,male,1997-03-06,,MY1:199703065001113
rec-0000000506-03,Sheazemed,Mwangy,male,1997-03-06,199703065001113,MY1:199703065001113
rec-0000000506-04,Shewasemed,Mwanki,male,1997-03-06,,MY1:199703065001113
rec-0000000507-00,Yeshimebet,Waithaka,female,1988-09-16,,FA1:198809165001075
rec-0000000507-01,Yeshimebet,Waitaka,female,1988-09-16,198809165001075,FA1:198809165001075
rec-0000000507-02,Yezhimebet,Waithacka,female,1988-09-16,,FA5:198809165001075
rec-0000000507-03,Yeshimebet,Waithaka,female,1988-09-16,,FA4:198809165001075
rec-0000000507-04,Yejhimebet,Waitaka,female,1988-09-16,,FA4:198809165001075
rec-0000000507-05,Yeshimebet,Waithaka,female,1988-09-16,,FA4:198809165001075
rec-0000000507-06,Yeshimebed,Waidhaka,female,1988-09-16,,FA5:198809165001075
rec-0000000508-00,Yibrealem,Waniama,female,1987-04-21,,FA4:198704215001060
rec-0000000508-01,Yiprealem,Wanyama,female,1987-04-21,198704215001060,FA1:198704215001060
rec-0000000508-02,Yibrealem,Waniama,female,1987-04-21,,FA5:198704215001060
rec-0000000508-03,Yiprealem,Wanyama,female,1987-04-21,,FA2:198704215001060
rec-0000000508-04,Yiprealem,Waniama,female,1987-04-21,,FA2:198704215001060
rec-0000000508-05,Yibrealem,Waniama,female,1987-04-21,198704215001060,FA5:198704215001060
rec-0000000508-06,Yiprealem,Waniama,female,1987-04-21,,FA1:198704215001060
rec-0000000508-07,Yiprealem,Waniama,female,1987-04-21,,FA5:198704215001060
rec-0000000509-00,Nigussie,Gitonga,male,1976-05-11,,MA4:197605115001148
rec-0000000509-01,Nigussie,Gitonga,male,1976-05-11,,MA1:197605115001148
rec-0000000509-02,Niguzsie,Gidonga,male,1976-05-11,,MA2:197605115001148
rec-0000000509-03,Nigussi,Gitonga,male,1976-05-11,,MA5:197605115001148
rec-0000000509-04,Nigussie,Gitonga,male,1976-05-11,197605115001148,MA5:197605115001148
rec-0000000509-05,Nigujsie,Gitonka,male,1976-05-11,,MA5:197605115001148
rec-0000000509-06,Nigussie,Gidonga,male,1976-05-11,,MA5:197605115001148
rec-0000000509-07,Nigussie,Gitonga,male,1976-05-11,,MA1:197605115001148
rec-0000000510-00,Bisrat,Chepkoech,male,1977-07-11,,MA2:197707115001143
rec-0000000510-01,Bizrat,Chepkoech,male,1977-07-11,197707115001143,MA1:197707115001143
rec-0000000510-02,Bisrad,Chepkoech,male,1977-07-11,,MA2:197707115001143
rec-0000000510-03,Bizrat,Cepkoech,male,1977-07-11,,MA2:197707115001143
rec-0000000510-04,Bistrat,Chepckoech,male,1977-07-11,,MA1:197707115001143
rec-0000000510-05,Bisrat,Chepckoech,male,1977-07-11,,MA1:197707115001143
rec-0000000511-00,Rediet,Mumo,female,1993-02-18,199302185001064,FA4:199302185001064
rec-0000000512-00,Gidy,Kariucki,male,1973-11-07,,MA4:197311075001126
rec-0000000512-01,Gidey,Kariuki,male,1973-11-07,197311075001126,MA1:197311075001126
rec-0000000512-02,Gidey,Kariucki,male,1973-11-07,,MA2:197311075001126
rec-0000000513-00,Kalckidan,Muly,female,1980-08-13,,FA1:198008135001058
rec-0000000513-01,Kalkidan,Muli,female,1980-08-13,,FA5:198008135001058
rec-0000000513-02,Kalkidan,Muly,female,1980-08-13,,FA4:198008135001058
rec-0000000513-03,Kalkidan,Muly,female,1980-08-13,198008135001058,FA2:198008135001058
rec-0000000513-04,Kalkidan,Muli,female,1980-08-13,198008135001058,FA4:198008135001058
rec-0000000513-05,Kalkitan,Muli,female,1980-08-13,,FA1:198008135001058
rec-0000000514-00,Hirut,Tanui,female,1979-02-02,,FA2:197902025001069
rec-0000000515-00,Demistse,Mutay,male,1988-02-09,,MA2:198802095001150
rec-0000000516-00,Yishmebet,Masha,female,1982-10-10,,FA5:198210105001086
rec-0000000516-01,Yishmebet,Masha,female,1982-10-10,198210105001086,FA2:198210105001086
rec-0000000516-02,Yishmebet,Maxa,female,1982-10-10,,FA5:198210105001086
rec-0000000516-03,Yijhmebet,Masha,female,1982-10-10,198210105001086,FA5:198210105001086
rec-0000000516-04,Yishmebed,Maxa,female,1982-10-10,,FA4:198210105001086
rec-0000000516-05,Yishmebet,Masha,female,1982-10-10,,FA1:198210105001086
rec-0000000517-00,Letebirehan,Muchira,female,1989-02-04,198902045001095,FA3:198902045001095
rec-0000000517-01,Ledebirehan,Mukhira,female,1989-02-04,,FA5:198902045001095
rec-0000000517-02,Ledebirehan,Muchira,female,1989-02-04,198902045001095,FA1:198902045001095
rec-0000000518-00,Zegeye,Mwangi,male,1997-08-18,,MY1:199708185001113
rec-0000000519-00,Worke,Waeru,male,1960-01-16,,MA4:196001165001145
rec-0000000519-01,Woahke,Waeru,male,1960-01-16,,MA4:196001165001145
rec-0000000519-02,Worke,Waweru,male,1960-01-16,,MA3:196001165001145
rec-0000000519-03,Work,Waweru,male,1960-01-16,196001165001145,MA2:196001165001145
rec-0000000520-00,Samson,Kariucki,male,1974-03-05,,MA5:197403055001126
rec-0000000520-01,Samjon,Kariuki,male,1974-03-05,,MA5:197403055001126
rec-0000000520-02,Samson,Kariuki,male,1974-03-05,,MA2:197403055001126
rec-0000000520-03,Samson,Kariuki,male,1974-03-05,197403055001126,MA4:197403055001126
rec-0000000520-04,Samjon,Kariuki,male,1974-03-05,,MA3:197403055001126
rec-0000000520-05,Samston,Kariuki,male,1974-03-05,,MA1:197403055001126
rec-0000000520-06,Samson,Kariuki,male,1974-03-05,,MA4:197403055001126
rec-0000000520-07,Samson,Kariuki,male,1974-03-05,197403055001126,MA5:197403055001126
rec-0000000521-00,Yisalemush,Ndanu,female,1976-03-14,197603145001081,FA5:197603145001081
rec-0000000521-01,Yisalemush,Ntanu,female,1976-03-14,197603145001081,FA4:197603145001081
rec-0000000521-02,Yisalemush,Ndanu,female,1976-03-14,,FA1:197603145001081
rec-0000000521-03,Yisalemush,Ntanu,female,1976-03-14,,FA5:197603145001081
rec-0000000521-04,Yistalemush,Ntanu,female,1976-03-14,,FA1:197603145001081
rec-0000000522-00,Burcka,Hussein,male,1985-03-13,,MA5:198503135001131
rec-0000000522-01,Burcka,Hussin,male,1985-03-13,,MA3:198503135001131
rec-0000000522-02,Burka,Hussein,male,1985-03-13,,MA4:198503135001131
rec-0000000522-03,Burka,Huzsein,male,1985-03-13,,MA3:198503135001131
rec-0000000522-04,Burcka,Huzsein,male,1985-03-13,,MA4:198503135001131
rec-0000000522-05,Burka,Hussein,male,1985-03-13,,MA5:198503135001131
rec-0000000522-06,Burcka,Hustsein,male,1985-03-13,,MA2:198503135001131
rec-0000000523-00,Betelhem,Lakat,female,1992-01-11,,FA5:199201115001070
rec-0000000524-00,Wubshet,Kariuki,male,1973-09-28,197309285001126,MA4:197309285001126
rec-0000000524-01,Wubshet,Kariuki,male,1973-09-28,197309285001126,MA3:197309285001126
rec-0000000524-02,Wubshet,Kariuki,male,1973-09-28,197309285001126,MA1:197309285001126
rec-0000000524-03,Wubshet,Kariuky,male,1973-09-28,,MA3:197309285001126
rec-0000000524-04,Wubshet,Kariuki,male,1973-09-28,,MA2:197309285001126
rec-0000000525-00,Gebremethin,Aly,male,1982-06-27,,MA3:198206275001118
rec-0000000525-01,Gebremedhin,Aly,male,1982-06-27,198206275001118,MA2:198206275001118
rec-0000000525-02,Gebremedhin,Ali,male,1982-06-27,,MA2:198206275001118
rec-0000000525-03,Gebremedhin,Ali,male,1982-06-27,,MA5:198206275001118
rec-0000000525-04,Gebremethin,Aly,male,1982-06-27,,MA3:198206275001118
rec-0000000525-05,Gebremedhin,Aly,male,1982-06-27,198206275001118,MA4:198206275001118
rec-0000000525-06,Gepremedhin,Aly,male,1982-06-27,,MA4:198206275001118
rec-0000000526-00,Teklu,Rotich,male,1960-04-25,,MA4:196004255001138
rec-0000000526-01,Teklu,Rotich,male,1960-04-25,,MA2:196004255001138
rec-0000000526-02,Teklu,Rotich,male,1960-04-25,196004255001138,MA5:196004255001138
rec-0000000526-03,Tecklu,Rotich,male,1960-04-25,196004255001138,MA1:196004255001138
rec-0000000526-04,Tecklu,Rotikh,male,1960-04-25,,MA2:196004255001138
rec-0000000526-05,Tecklu,Rodich,male,1960-04-25,,MA5:196004255001138
rec-0000000527-00,Mebirati,Omondi,male,1999-01-21,,MY1:199901215001119
rec-0000000528-00,Atinew,Mutai,male,1957-05-20,,MA5:195705205001150
rec-0000000528-01,Adinew,Mudai,male,1957-05-20,195705205001150,MA1:195705205001150
rec-0000000528-02,Adine,Mudai,male,1957-05-20,,MA5:195705205001150
rec-0000000528-03,Atinew,Mutai,male,1957-05-20,195705205001150,MA4:195705205001150
rec-0000000528-04,Adinew,Mutai,male,1957-05-20,195705205001150,MA3:195705205001150
rec-0000000528-05,Atinew,Mutai,male,1957-05-20,,MA5:195705205001150
rec-0000000529-00,Gelela,Mumbi,female,1979-10-30,,FA3:197910305001068
rec-0000000529-01,Gelela,Mumby,female,1979-10-30,197910305001068,FA2:197910305001068
rec-0000000529-02,Gelela,Mumbi,female,1979-10-30,197910305001068,FA2:197910305001068
rec-0000000529-03,Gelela,Mumbi,female,1979-10-30,,FA1:197910305001068
rec-0000000529-04,Gelela,Mumbi,female,1979-10-30,197910305001068,FA3:197910305001068
rec-0000000529-05,Gelela,Mumbi,female,1979-10-30,,FA4:197910305001068
rec-0000000529-06,Gelela,Mumbi,female,1979-10-30,197910305001068,FA1:197910305001068
rec-0000000529-07,Gelela,Mumby,female,1979-10-30,,FA3:197910305001068
rec-0000000530-00,Yemanpirhan,Kinyua,male,1984-01-27,,MA5:198401275001145
rec-0000000530-01,Yemanbiran,Kinyua,male,1984-01-27,,MA3:198401275001145
rec-0000000530-02,Yemanbiran,Kinyua,male,1984-01-27,,MA3:198401275001145
rec-0000000530-03,Yemanbiahhan,Kinyua,male,1984-01-27,,MA5:198401275001145
rec-0000000530-04,Yemanbiahhan,Kinyua,male,1984-01-27,,MA1:198401275001145
rec-0000000530-05,Yemanpirhan,Kinyua,male,1984-01-27,,MA5:198401275001145
rec-0000000530-06,Yemanbiahhan,Kinyua,male,1984-01-27,,MA1:198401275001145
rec-0000000530-07,Yemanbirhan,Kinyua,male,1984-01-27,,MA4:198401275001145
rec-0000000530-08,Yemanbirhan,Kinyua,male,1984-01-27,,MA3:198401275001145
rec-0000000531-00,Miret,Kipkhumba,female,1988-01-30,,FA4:198801305001061
rec-0000000531-01,Mihret,Kipxumba,female,1988-01-30,,FA5:198801305001061
rec-0000000531-02,Mihret,Kipchumba,female,1988-01-30,198801305001061,FA3:198801305001061
rec-0000000531-03,Mihret,Kipchumba,female,1988-01-30,,FA5:198801305001061
rec-0000000531-04,Mihred,Kipchumba,female,1988-01-30,198801305001061,FA5:198801305001061
rec-0000000531-05,Mihret,Kipchumba,female,1988-01-30,,FA5:198801305001061
rec-0000000531-06,Mihret,Kipcumba,female,1988-01-30,198801305001061,FA2:198801305001061
rec-0000000532-00,Yeshimepet,Kipchumba,female,1988-04-27,198804275001061,FA3:198804275001061
rec-0000000533-00,Selamait,Mumo,female,1972-07-29,,FA3:197207295001064
rec-0000000533-01,Selamawit,Mumo,female,1972-07-29,,FA3:197207295001064
rec-0000000534-00,Erorga,Kimutai,male,1986-08-09,198608095001150,MA3:198608095001150
rec-0000000535-00,Abeba,Ochola,female,1990-05-31,199005315001081,FA3:199005315001081
rec-0000000536-00,Demistse,Mutay,male,1982-08-09,,MA3:198208095001150
rec-0000000536-01,Demiss,Mudai,male,1982-08-09,,MA2:198208095001150
rec-0000000537-00,Gebremejkel,Ntungu,male,1987-03-06,,MA3:198703065001151
rec-0000000537-01,Gebremeskel,Ndungu,male,1987-03-06,198703065001151,MA2:198703065001151
rec-0000000537-02,Gebremejkel,Ndungu,male,1987-03-06,,MA2:198703065001151
rec-0000000537-03,Gebremejkel,Ntungu,male,1987-03-06,,MA5:198703065001151
rec-0000000537-04,Gebremeskel,Ndungu,male,1987-03-06,,MA1:198703065001151
rec-0000000537-05,Gebremejkel,Ndungu,male,1987-03-06,,MA1:198703065001151
rec-0000000537-06,Gebremeskel,Ndungu,male,1987-03-06,,MA3:198703065001151
rec-0000000537-07,Gebremeskel,Ntungu,male,1987-03-06,,MA4:198703065001151
rec-0000000538-00,Daremyelex,Rono,female,1984-03-16,,FA2:198403165001080
rec-0000000538-01,Daremyelezh,Rono,female,1984-03-16,,FA1:198403165001080
rec-0000000538-02,Daremyelezh,Ronoh,female,1984-03-16,,FA5:198403165001080
rec-0000000538-03,Daremyelesh,Ronoh,female,1984-03-16,,FA1:198403165001080
rec-0000000538-04,Daremyelex,Ronoh,female,1984-03-16,,FA1:198403165001080
rec-0000000539-00,Aynalem,Muia,female,1994-11-08,199411085001072,FA4:199411085001072
rec-0000000539-01,Aynalem,Muya,female,1994-11-08,,FA2:199411085001072
rec-0000000539-02,Aynalem,Muya,female,1994-11-08,,FA5:199411085001072
rec-0000000539-03,Aynalem,Muia,female,1994-11-08,,FA5:199411085001072
rec-0000000539-04,Aynalem,Muya,female,1994-11-08,,FA3:199411085001072
rec-0000000539-05,Aynalem,Muya,female,1994-11-08,,FA2:199411085001072
rec-0000000539-06,Aynalem,Muia,female,1994-11-08,199411085001072,FA5:199411085001072
rec-0000000539-07,Aynalem,Muia,female,1994-11-08,,FA4:199411085001072
rec-0000000539-08,Aynalem,Muia,female,1994-11-08,199411085001072,FA1:199411085001072
rec-0000000540-00,Senayit,Mbae,female,1958-06-03,195806035001094,FA4:195806035001094
rec-0000000540-01,Senayit,Mbae,female,1958-06-03,195806035001094,FA2:195806035001094
rec-0000000540-02,Senayit,Mbae,female,1958-06-03,195806035001094,FA2:195806035001094
rec-0000000541-00,Atnew,Kipet,male,1984-11-09,,MA4:198411095001134
rec-0000000541-01,Adnew,Kibet,male,1984-11-09,198411095001134,MA2:198411095001134
rec-0000000541-02,Adne,Kibed,male,1984-11-09,,MA1:198411095001134
rec-0000000541-03,Adnew,Kibet,male,1984-11-09,198411095001134,MA4:198411095001134
rec-0000000541-04,Adne,Kipet,male,1984-11-09,,MA5:198411095001134
rec-0000000541-05,Adne,Kibet,male,1984-11-09,,MA3:198411095001134
rec-0000000541-06,Adne,Kipet,male,1984-11-09,,MA4:198411095001134
rec-0000000541-07,Adnew,Kibed,male,1984-11-09,198411095001134,MA5:198411095001134
rec-0000000542-00,Helen,Muema,female,1962-09-10,,FA4:196209105001067
rec-0000000542-01,Helen,Muema,female,1962-09-10,,FA4:196209105001067
rec-0000000542-02,Helen,Muema,female,1962-09-10,,FA3:196209105001067
rec-0000000543-00,Sherif,Juma,male,1958-11-18,,MA4:195811185001120
rec-0000000543-01,Sherif,Juma,male,1958-11-18,195811185001120,MA5:195811185001120
rec-0000000543-02,Sherif,Juma,male,1958-11-18,195811185001120,MA1:195811185001120
rec-0000000543-03,Sheriv,Juma,male,1958-11-18,,MA4:195811185001120
rec-0000000543-04,Serif,Juma,male,1958-11-18,,MA5:195811185001120
rec-0000000543-05,Serif,Juma,male,1958-11-18,,MA3:195811185001120
rec-0000000543-06,Sherif,Juma,male,1958-11-18,,MA5:195811185001120
rec-0000000543-07,Sherif,Juma,male,1958-11-18,,MA2:195811185001120
rec-0000000543-08,Sherif,Juma,male,1958-11-18,195811185001120,MA5:195811185001120
rec-0000000544-00,Aby,Adan,male,1966-10-27,,MA1:196610275001131
rec-0000000544-01,Abi,Atan,male,1966-10-27,,MA4:196610275001131
rec-0000000544-02,Abi,Atan,male,1966-10-27,,MA1:196610275001131
rec-0000000544-03,Api,Atan,male,1966-10-27,,MA4:196610275001131
rec-0000000544-04,Abi,Adan,male,1966-10-27,,MA3:196610275001131
rec-0000000544-05,Api,Atan,male,1966-10-27,,MA1:196610275001131
rec-0000000544-06,Aby,Atan,male,1966-10-27,,MA5:196610275001131
rec-0000000544-07,Api,Atan,male,1966-10-27,,MA5:196610275001131
rec-0000000545-00,Zinash,Dida,female,1966-09-06,196609065001095,FA4:196609065001095
rec-0000000545-01,Zinas,Dita,female,1966-09-06,,FA2:196609065001095
rec-0000000545-02,Zinash,Dida,female,1966-09-06,,FA5:196609065001095
rec-0000000545-03,Zinash,Dita,female,1966-09-06,196609065001095,FA3:196609065001095
rec-0000000545-04,Zinazh,Dita,female,1966-09-06,196609065001095,FA3:196609065001095
rec-0000000545-05,Zinas,Dita,female,1966-09-06,196609065001095,FA1:196609065001095
rec-0000000545-06,Zinash,Dida,female,1966-09-06,196609065001095,FA1:196609065001095
rec-0000000545-07,Zinasth,Dida,female,1966-09-06,,FA5:196609065001095
rec-0000000545-08,Zinash,Dida,female,1966-09-06,,FA3:196609065001095
rec-0000000546-00,Bankiayehu,Kitonga,female,1979-09-24,,FA2:197909245001096
rec-0000000546-01,Banxiayehu,Kitonga,female,1979-09-24,,FA3:197909245001096
rec-0000000546-02,Banchiayehu,Kitonka,female,1979-09-24,,FA3:197909245001096
rec-0000000546-03,Banchiayehu,Kitonga,female,1979-09-24,197909245001096,FA4:197909245001096
rec-0000000546-04,Banchyayehu,Kitonka,female,1979-09-24,,FA4:197909245001096
rec-0000000546-05,Banchiayehu,Kidonga,female,1979-09-24,,FA3:197909245001096
rec-0000000547-00,Sewined,Mwende,male,1969-10-16,,MA3:196910165001147
rec-0000000547-01,Sewined,Mwende,male,1969-10-16,,MA4:196910165001147
rec-0000000547-02,Sewinet,Mwende,male,1969-10-16,196910165001147,MA4:196910165001147
rec-0000000547-03,Sewined,Mwende,male,1969-10-16,,MA5:196910165001147
rec-0000000547-04,Seinet,Mwende,male,1969-10-16,,MA4:196910165001147
rec-0000000547-05,Sewinet,Mende,male,1969-10-16,,MA5:196910165001147
rec-0000000547-06,Sewinet,Mwende,male,1969-10-16,196910165001147,MA5:196910165001147
rec-0000000548-00,Wintana,Mutizya,female,1980-04-28,,FA5:198004285001059
rec-0000000548-01,Wintana,Mutijya,female,1980-04-28,,FA5:198004285001059
rec-0000000548-02,Windana,Mutisya,female,1980-04-28,,FA3:198004285001059
rec-0000000548-03,Windana,Mutijya,female,1980-04-28,198004285001059,FA2:198004285001059
rec-0000000548-04,Wintana,Mutisya,female,1980-04-28,198004285001059,FA4:198004285001059
rec-0000000548-05,Windana,Mudisya,female,1980-04-28,,FA2:198004285001059
rec-0000000548-06,Windana,Mutistya,female,1980-04-28,,FA3:198004285001059
rec-0000000548-07,Wintana,Mutisya,female,1980-04-28,198004285001059,FA2:198004285001059
rec-0000000549-00,Atinew,Mohamet,male,1980-06-07,,MA4:198006075001112
rec-0000000549-01,Adinew,Mohamed,male,1980-06-07,,MA2:198006075001112
rec-0000000549-02,Adine,Mohamed,male,1980-06-07,,MA2:198006075001112
rec-0000000549-03,Adine,Mohamed,male,1980-06-07,,MA3:198006075001112
rec-0000000549-04,Adinew,Mohamed,male,1980-06-07,198006075001112,MA4:198006075001112
rec-0000000549-05,Adinew,Mohamed,male,1980-06-07,198006075001112,MA2:198006075001112
rec-0000000550-00,Solomon,Cebet,male,1979-08-07,,MA4:197908075001136
rec-0000000550-01,Solomon,Cebet,male,1979-08-07,,MA5:197908075001136
rec-0000000551-00,Tsegay,Oino,male,1972-07-23,,MA2:197207235001141
rec-0000000551-01,Tsegaye,Owino,male,1972-07-23,,MA1:197207235001141
rec-0000000551-02,Tsegaye,Oino,male,1972-07-23,,MA5:197207235001141
rec-0000000551-03,Tsegaye,Oino,male,1972-07-23,,MA5:197207235001141
rec-0000000551-04,Tsegay,Oino,male,1972-07-23,,MA5:197207235001141
rec-0000000552-00,Mekonnen,Kiprop,male,1982-03-24,,MA4:198203245001154
rec-0000000552-01,Mekonnen,Kiprop,male,1982-03-24,,MA5:198203245001154
rec-0000000552-02,Mekonen,Kiprop,male,1982-03-24,198203245001154,MA5:198203245001154
rec-0000000552-03,Mekonnen,Kiprop,male,1982-03-24,198203245001154,MA1:198203245001154
rec-0000000552-04,Meckonnen,Kiprop,male,1982-03-24,,MA2:198203245001154
rec-0000000552-05,Mekonnen,Kiprop,male,1982-03-24,198203245001154,MA5:198203245001154
rec-0000000552-06,Mekonen,Kiprop,male,1982-03-24,198203245001154,MA5:198203245001154
rec-0000000553-00,Azeb,Obiro,female,2001-08-05,,FY1:200108055001085
rec-0000000554-00,Banxiayehu,Noor,female,2000-03-08,200003085001062,FY1:200003085001062
rec-0000000554-01,Banxiayehu,Noor,female,2000-03-08,,FY2:200003085001062
rec-0000000555-00,Woinareg,Obiero,female,1962-12-15,196212155001085,FA5:196212155001085
rec-0000000555-01,Woinhareg,Obiero,female,1962-12-15,196212155001085,FA2:196212155001085
rec-0000000555-02,Woinhareg,Obiero,female,1962-12-15,196212155001085,FA5:196212155001085
rec-0000000555-03,Woinareg,Obiero,female,1962-12-15,,FA5:196212155001085
rec-0000000555-04,Woinareg,Obiro,female,1962-12-15,,FA2:196212155001085
rec-0000000555-05,Woinhareg,Obiero,female,1962-12-15,196212155001085,FA5:196212155001085
rec-0000000556-00,Seboka,Otieno,male,1986-10-10,198610105001110,MA3:198610105001110
rec-0000000556-01,Sepoka,Odieno,male,1986-10-10,,MA2:198610105001110
rec-0000000556-02,Seboka,Otieno,male,1986-10-10,,MA1:198610105001110
rec-0000000556-03,Sepoka,Otino,male,1986-10-10,198610105001110,MA2:198610105001110
rec-0000000556-04,Seboka,Otieno,male,1986-10-10,198610105001110,MA1:198610105001110
rec-0000000557-00,Bedada,Mudhoni,male,1972-08-08,197208085001128,MA5:197208085001128
rec-0000000557-01,Bedada,Muthoni,male,1972-08-08,,MA1:197208085001128
rec-0000000557-02,Bedada,Muthoni,male,1972-08-08,197208085001128,MA4:197208085001128
rec-0000000557-03,Bedada,Muthoni,male,1972-08-08,197208085001128,MA2:197208085001128
rec-0000000557-04,Betada,Muthoni,male,1972-08-08,,MA4:197208085001128
rec-0000000557-05,Betada,Mutoni,male,1972-08-08,,MA4:197208085001128
rec-0000000557-06,Bedada,Mutoni,male,1972-08-08,,MA2:197208085001128
rec-0000000557-07,Bedada,Muthoni,male,1972-08-08,,MA5:197208085001128
rec-0000000558-00,Tigistt,Limo,female,1936-11-04,,FS2:193611045001081
rec-0000000558-01,Tijist,Limo,female,1936-11-04,,FS2:193611045001081
rec-0000000558-02,Tikist,Limo,female,1936-11-04,,FS2:193611045001081
rec-0000000558-03,Tigist,Limo,female,1936-11-04,193611045001081,FS2:193611045001081
rec-0000000558-04,Tigisd,Limo,female,1936-11-04,,FS1:193611045001081
rec-0000000559-00,Bayux,Kiprudo,female,1997-04-11,,FY2:199704115001063
rec-0000000560-00,Abrihet,Kiama,female,1981-07-07,,FA3:198107075001097
rec-0000000560-01,Abrihet,Kiama,female,1981-07-07,198107075001097,FA3:198107075001097
rec-0000000560-02,Abrihed,Kiama,female,1981-07-07,,FA3:198107075001097
rec-0000000560-03,Abrihet,Kiama,female,1981-07-07,,FA1:198107075001097
rec-0000000560-04,Abrihet,Kiama,female,1981-07-07,198107075001097,FA2:198107075001097
rec-0000000560-05,Aprihet,Kiama,female,1981-07-07,198107075001097,FA3:198107075001097
rec-0000000560-06,Abriet,Kyama,female,1981-07-07,,FA3:198107075001097
rec-0000000560-07,Aprihet,Kiama,female,1981-07-07,,FA1:198107075001097
rec-0000000560-08,Abriet,Kiama,female,1981-07-07,198107075001097,FA5:198107075001097
rec-0000000561-00,Gebrewold,Niambura,male,1996-01-24,199601245001137,MA5:199601245001137
rec-0000000561-01,Gebrewold,Nyambura,male,1996-01-24,199601245001137,MA5:199601245001137
rec-0000000561-02,Geprewold,Nyampura,male,1996-01-24,,MA3:199601245001137
rec-0000000562-00,Hayat,Karisa,female,1976-08-10,,FA5:197608105001056
rec-0000000562-01,Hayad,Karija,female,1976-08-10,197608105001056,FA3:197608105001056
rec-0000000562-02,Hayad,Karisa,female,1976-08-10,,FA1:197608105001056
rec-0000000562-03,Hayat,Karisa,female,1976-08-10,,FA3:197608105001056
rec-0000000562-04,Hayad,Karisa,female,1976-08-10,,FA5:197608105001056
rec-0000000562-05,Hayad,Karista,female,1976-08-10,,FA2:197608105001056
rec-0000000562-06,Hayat,Karisa,female,1976-08-10,197608105001056,FA4:197608105001056
rec-0000000562-07,Hayat,Karisa,female,1976-08-10,,FA1:197608105001056
rec-0000000563-00,Askale,Chepkwony,female,1946-11-26,,FS1:194611265001063
rec-0000000563-01,Astkale,Chepkwony,female,1946-11-26,,FS1:194611265001063
rec-0000000563-02,Ajkale,Chepkwoni,female,1946-11-26,,FS1:194611265001063
rec-0000000564-00,Tesfaye,Koech,male,1990-01-25,,MA2:199001255001136
rec-0000000564-01,Tesfaye,Koech,male,1990-01-25,199001255001136,MA2:199001255001136
rec-0000000564-02,Testfaye,Koech,male,1990-01-25,199001255001136,MA1:199001255001136
rec-0000000564-03,Tesfaye,Koech,male,1990-01-25,199001255001136,MA2:199001255001136
rec-0000000564-04,Tesfaye,Koec,male,1990-01-25,,MA2:199001255001136
rec-0000000565-00,Azkale,Karany,female,1989-04-20,,FA4:198904205001068
rec-0000000565-01,Asckale,Karany,female,1989-04-20,,FA5:198904205001068
rec-0000000565-02,Astkale,Karani,female,1989-04-20,,FA2:198904205001068
rec-0000000566-00,Mohammed,Adan,male,1991-01-21,199101215001131,MA1:199101215001131
rec-0000000566-01,Mohammed,Adan,male,1991-01-21,,MA3:199101215001131
rec-0000000566-02,Moammed,Atan,male,1991-01-21,199101215001131,MA4:199101215001131
rec-0000000566-03,Mohammet,Atan,male,1991-01-21,,MA1:199101215001131
rec-0000000566-04,Mohammed,Atan,male,1991-01-21,,MA1:199101215001131
rec-0000000567-00,Hassen,Owino,male,1978-08-20,,MA3:197808205001141
rec-0000000567-01,Hassen,Owino,male,1978-08-20,197808205001141,MA1:197808205001141
rec-0000000568-00,Zekariya,Njoroge,male,1982-10-07,198210075001125,MA1:198210075001125
rec-0000000568-01,Zekariya,Njoroke,male,1982-10-07,,MA4:198210075001125
rec-0000000568-02,Zekariya,Njoroge,male,1982-10-07,,MA2:198210075001125
rec-0000000568-03,Zeckariya,Njorog,male,1982-10-07,,MA2:198210075001125
